test,stimulus,stimulus_unit,value,unit,note
ripple,5.8e-05,s,4.994880144946395,V,
ripple,5.81e-05,s,4.996402845876729,V,
ripple,5.82e-05,s,5.001023407896684,V,
ripple,5.83e-05,s,5.006902317103978,V,
ripple,5.84e-05,s,5.004229188793981,V,
ripple,5.85e-05,s,5.006259976256984,V,
ripple,5.86e-05,s,5.006265837983139,V,
ripple,5.87e-05,s,5.0042620924537875,V,
ripple,5.88e-05,s,5.001418322740956,V,
ripple,5.89e-05,s,4.996868992061264,V,
ripple,5.9e-05,s,4.993147585742508,V,
ripple,5.91e-05,s,4.988508005397098,V,
ripple,5.92e-05,s,4.985323824938625,V,
ripple,5.93e-05,s,4.979562634661679,V,
ripple,5.94e-05,s,4.9785816318729506,V,
ripple,5.95e-05,s,4.978779242512271,V,
ripple,5.96e-05,s,4.978434822193493,V,
ripple,5.97e-05,s,4.980410562235069,V,
ripple,5.98e-05,s,4.98518021268249,V,
ripple,5.99e-05,s,4.987805244181379,V,
ripple,6e-05,s,4.993416378734274,V,
ripple,6.01e-05,s,4.997853476189393,V,
ripple,6.02e-05,s,5.001316950979257,V,
ripple,6.03e-05,s,5.004615755957,V,
ripple,6.04e-05,s,5.005991656911821,V,
ripple,6.05e-05,s,5.005372354592266,V,
ripple,6.06e-05,s,5.006066184132611,V,
ripple,6.07e-05,s,5.004561936363333,V,
ripple,6.08e-05,s,5.000481052383846,V,
ripple,6.09e-05,s,4.997008164657064,V,
ripple,6.1e-05,s,4.993530686914393,V,
ripple,6.11e-05,s,4.987577133172284,V,
ripple,6.12e-05,s,4.985192488956112,V,
ripple,6.13e-05,s,4.983317809806074,V,
ripple,6.14e-05,s,4.978912107100466,V,
ripple,6.15e-05,s,4.978927980301118,V,
ripple,6.16e-05,s,4.979316217671357,V,
ripple,6.17e-05,s,4.982995448455808,V,
ripple,6.18e-05,s,4.984868845935053,V,
ripple,6.19e-05,s,4.989352954138929,V,
ripple,6.2e-05,s,4.992091383210835,V,
ripple,6.21e-05,s,4.9970915608685305,V,
ripple,6.22e-05,s,5.001000610711967,V,
ripple,6.23e-05,s,5.002331770176737,V,
ripple,6.24e-05,s,5.007537064925846,V,
ripple,6.25e-05,s,5.007680867823896,V,
ripple,6.26e-05,s,5.004347109564131,V,
ripple,6.27e-05,s,5.004852060982006,V,
ripple,6.28e-05,s,5.000879296141902,V,
ripple,6.29e-05,s,4.997556115621348,V,
ripple,6.3e-05,s,4.993147918673626,V,
ripple,6.31e-05,s,4.9869562523641235,V,
ripple,6.32e-05,s,4.984340424737675,V,
ripple,6.33e-05,s,4.982947840810753,V,
ripple,6.34e-05,s,4.978891813598201,V,
ripple,6.35e-05,s,4.9777586305027235,V,
ripple,6.36e-05,s,4.978107091110498,V,
ripple,6.37e-05,s,4.980234104291274,V,
ripple,6.38e-05,s,4.984887972750034,V,
ripple,6.39e-05,s,4.990147808702108,V,
ripple,6.4e-05,s,4.993210904304974,V,
ripple,6.41e-05,s,4.997353206080961,V,
ripple,6.42e-05,s,5.003244104893954,V,
ripple,6.43e-05,s,5.0035882613819584,V,
ripple,6.44e-05,s,5.005422184667623,V,
ripple,6.45e-05,s,5.0073099172441875,V,
ripple,6.46e-05,s,5.006644787218391,V,
ripple,6.47e-05,s,5.003092975152616,V,
ripple,6.48e-05,s,4.99984047855673,V,
ripple,6.49e-05,s,4.997398721532392,V,
ripple,6.5e-05,s,4.9930288586799465,V,
ripple,6.51e-05,s,4.987148353880107,V,
ripple,6.52e-05,s,4.984350219832477,V,
ripple,6.53e-05,s,4.980912563801487,V,
ripple,6.54e-05,s,4.979926726112691,V,
ripple,6.55e-05,s,4.978664702023972,V,
ripple,6.56e-05,s,4.9793806448335465,V,
ripple,6.57e-05,s,4.981101735092273,V,
ripple,6.58e-05,s,4.985606023315647,V,
ripple,6.59e-05,s,4.989845984441653,V,
ripple,6.6e-05,s,4.992414485205863,V,
ripple,6.61e-05,s,4.997953810128517,V,
ripple,6.62e-05,s,5.000252846872581,V,
ripple,6.63e-05,s,5.004179689453077,V,
ripple,6.64e-05,s,5.006846155394017,V,
ripple,6.65e-05,s,5.008295681351238,V,
ripple,6.66e-05,s,5.005713691184861,V,
ripple,6.67e-05,s,5.004033633260636,V,
ripple,6.68e-05,s,5.001206849734303,V,
ripple,6.69e-05,s,4.995609599166227,V,
ripple,6.7e-05,s,4.99279736835297,V,
ripple,6.71e-05,s,4.9877793463867235,V,
ripple,6.72e-05,s,4.984923948141905,V,
ripple,6.73e-05,s,4.980325253394462,V,
ripple,6.74e-05,s,4.977489806645188,V,
ripple,6.75e-05,s,4.9788197465013955,V,
ripple,6.76e-05,s,4.979727283720861,V,
ripple,6.77e-05,s,4.980906292147343,V,
ripple,6.78e-05,s,4.985441315700443,V,
ripple,6.79e-05,s,4.988182048035137,V,
ripple,6.8e-05,s,4.9921757672011715,V,
ripple,6.81e-05,s,4.997585442463715,V,
ripple,6.82e-05,s,4.999442265014755,V,
ripple,6.83e-05,s,5.00343024558814,V,
ripple,6.84e-05,s,5.006075481856758,V,
ripple,6.85e-05,s,5.0076303615236535,V,
ripple,6.86e-05,s,5.005933536298501,V,
ripple,6.87e-05,s,5.004416175657997,V,
ripple,6.88e-05,s,5.0003549603577415,V,
ripple,6.89e-05,s,4.99740942134246,V,
ripple,6.9e-05,s,4.99444492974672,V,
ripple,6.91e-05,s,4.9877688583460635,V,
ripple,6.92e-05,s,4.986918682239445,V,
ripple,6.93e-05,s,4.980811388021021,V,
ripple,6.94e-05,s,4.979483808288811,V,
ripple,6.95e-05,s,4.978954771374709,V,
ripple,6.96e-05,s,4.980490975730431,V,
ripple,6.97e-05,s,4.980218201100217,V,
ripple,6.98e-05,s,4.982451922748322,V,
ripple,6.99e-05,s,4.989061232633536,V,
ripple,7e-05,s,4.993576901330401,V,
ripple,7.01e-05,s,4.9977313842313835,V,
ripple,7.02e-05,s,5.003640962509832,V,
ripple,7.03e-05,s,5.004312651574702,V,
ripple,7.04e-05,s,5.006350143579167,V,
ripple,7.05e-05,s,5.007710699402192,V,
ripple,7.06e-05,s,5.006465078341868,V,
ripple,7.07e-05,s,5.005771393355758,V,
ripple,7.08e-05,s,4.999772195133341,V,
ripple,7.09e-05,s,4.996732302684074,V,
ripple,7.1e-05,s,4.989336757242304,V,
ripple,7.11e-05,s,4.989267640415651,V,
ripple,7.12e-05,s,4.984180076211289,V,
ripple,7.13e-05,s,4.98237918690082,V,
ripple,7.14e-05,s,4.981620815878743,V,
ripple,7.15e-05,s,4.978775557241262,V,
ripple,7.16e-05,s,4.979212128643965,V,
ripple,7.17e-05,s,4.980955643862893,V,
ripple,7.18e-05,s,4.983714589159572,V,
ripple,7.19e-05,s,4.9878248588921235,V,
ripple,7.2e-05,s,4.993420733799741,V,
ripple,7.21e-05,s,4.99714453827687,V,
ripple,7.22e-05,s,5.0010767330734405,V,
ripple,7.23e-05,s,5.003934428336703,V,
ripple,7.24e-05,s,5.007010617390433,V,
ripple,7.25e-05,s,5.007275436479172,V,
ripple,7.26e-05,s,5.005954471976893,V,
ripple,7.27e-05,s,5.004772412383269,V,
ripple,7.28e-05,s,5.000858675968311,V,
ripple,7.29e-05,s,4.995954787085684,V,
ripple,7.3e-05,s,4.994236780031921,V,
ripple,7.31e-05,s,4.988920518573456,V,
ripple,7.32e-05,s,4.98359520612149,V,
ripple,7.33e-05,s,4.982534049719359,V,
ripple,7.34e-05,s,4.979811645506612,V,
ripple,7.35e-05,s,4.977217102765686,V,
ripple,7.36e-05,s,4.981076619806061,V,
ripple,7.37e-05,s,4.981788711332531,V,
ripple,7.38e-05,s,4.985443918563986,V,
ripple,7.39e-05,s,4.988653064870554,V,
ripple,7.4e-05,s,4.992631932367196,V,
ripple,7.41e-05,s,4.995559544443225,V,
ripple,7.42e-05,s,5.001982039285545,V,
ripple,7.43e-05,s,5.004137816585036,V,
ripple,7.44e-05,s,5.005809739098025,V,
ripple,7.45e-05,s,5.007132385998805,V,
ripple,7.46e-05,s,5.0061743572646975,V,
ripple,7.47e-05,s,5.004783352740225,V,
ripple,7.48e-05,s,5.000639436813439,V,
ripple,7.49e-05,s,4.9970712330569755,V,
ripple,7.5e-05,s,4.990642517786367,V,
ripple,7.51e-05,s,4.98803192405691,V,
ripple,7.52e-05,s,4.98522818318104,V,
ripple,7.53e-05,s,4.982791955116299,V,
ripple,7.54e-05,s,4.979102694089338,V,
ripple,7.55e-05,s,4.978660120229401,V,
ripple,7.56e-05,s,4.981050123132696,V,
ripple,7.57e-05,s,4.981129434051385,V,
ripple,7.58e-05,s,4.985286476628884,V,
ripple,7.59e-05,s,4.990133540337895,V,
ripple,7.6e-05,s,4.992821242125204,V,
ripple,7.61e-05,s,4.998334621043265,V,
ripple,7.62e-05,s,5.000299962915676,V,
ripple,7.63e-05,s,5.004315371975599,V,
ripple,7.64e-05,s,5.006018897572291,V,
ripple,7.65e-05,s,5.006896375694093,V,
ripple,7.66e-05,s,5.007225956769391,V,
ripple,7.67e-05,s,5.006497573760487,V,
ripple,7.68e-05,s,5.000344987314489,V,
ripple,7.69e-05,s,4.996532580771667,V,
ripple,7.7e-05,s,4.993278850707978,V,
ripple,7.71e-05,s,4.987400077978614,V,
ripple,7.72e-05,s,4.985049484514083,V,
ripple,7.73e-05,s,4.982027127964673,V,
ripple,7.74e-05,s,4.979189164441251,V,
ripple,7.75e-05,s,4.979312655416163,V,
ripple,7.76e-05,s,4.977917353772831,V,
ripple,7.77e-05,s,4.982215105499862,V,
ripple,7.78e-05,s,4.983007634678825,V,
ripple,7.79e-05,s,4.987758774760331,V,
ripple,7.8e-05,s,4.9922252645163825,V,
ripple,7.81e-05,s,4.996706565022577,V,
ripple,7.82e-05,s,5.0018692229002095,V,
ripple,7.83e-05,s,5.004189351009868,V,
ripple,7.84e-05,s,5.005698816868667,V,
ripple,7.85e-05,s,5.007324944316964,V,
ripple,7.86e-05,s,5.007677530181633,V,
ripple,7.87e-05,s,5.004113889211039,V,
ripple,7.88e-05,s,5.001376253925224,V,
ripple,7.89e-05,s,4.998347397532488,V,
ripple,7.9e-05,s,4.993049289174556,V,
ripple,7.91e-05,s,4.9871713773182185,V,
ripple,7.92e-05,s,4.987042754874717,V,
ripple,7.93e-05,s,4.983663583116894,V,
ripple,7.94e-05,s,4.97748180314927,V,
ripple,7.95e-05,s,4.978742304997481,V,
ripple,7.96e-05,s,4.979883953856604,V,
ripple,7.97e-05,s,4.982420955034848,V,
ripple,7.98e-05,s,4.98522147487451,V,
ripple,7.99e-05,s,4.988183029574045,V,
ripple,8e-05,s,4.991727625985385,V,
ripple,8.01e-05,s,4.997210656551649,V,
ripple,8.02e-05,s,5.002043891675588,V,
ripple,8.03e-05,s,5.003018083439282,V,
ripple,8.04e-05,s,5.0050690644774605,V,
ripple,8.05e-05,s,5.0067568343824815,V,
ripple,8.06e-05,s,5.004158765711594,V,
ripple,8.07e-05,s,5.003847402984832,V,
ripple,8.08e-05,s,5.000573923004709,V,
ripple,8.09e-05,s,4.997558462250761,V,
ripple,8.1e-05,s,4.992079695530105,V,
ripple,8.11e-05,s,4.987573102979655,V,
ripple,8.12e-05,s,4.984158277431215,V,
ripple,8.13e-05,s,4.981405298373066,V,
ripple,8.14e-05,s,4.978802012753653,V,
ripple,8.15e-05,s,4.978793581909552,V,
ripple,8.16e-05,s,4.980216890972352,V,
ripple,8.17e-05,s,4.98264034431674,V,
ripple,8.18e-05,s,4.986257378360457,V,
ripple,8.19e-05,s,4.987671739637641,V,
ripple,8.2e-05,s,4.992361694672879,V,
ripple,8.21e-05,s,4.994624829832999,V,
ripple,8.22e-05,s,5.002909780113309,V,
ripple,8.23e-05,s,5.003382989512102,V,
ripple,8.24e-05,s,5.006062877897372,V,
ripple,8.25e-05,s,5.007304034685239,V,
ripple,8.26e-05,s,5.004737702074776,V,
ripple,8.27e-05,s,5.004571612346572,V,
ripple,8.28e-05,s,5.000984064584549,V,
ripple,8.29e-05,s,4.9952816705747525,V,
ripple,8.3e-05,s,4.993073467911549,V,
ripple,8.31e-05,s,4.989649747056737,V,
ripple,8.32e-05,s,4.982684666741815,V,
ripple,8.33e-05,s,4.982262439193345,V,
ripple,8.34e-05,s,4.979675886121781,V,
ripple,8.35e-05,s,4.979256285327191,V,
ripple,8.36e-05,s,4.979908181712139,V,
ripple,8.37e-05,s,4.982759160477541,V,
ripple,8.38e-05,s,4.984328820797555,V,
ripple,8.39e-05,s,4.989328811812271,V,
ripple,8.4e-05,s,4.992371547591437,V,
ripple,8.41e-05,s,4.9978356336991565,V,
ripple,8.42e-05,s,5.000196473582444,V,
ripple,8.43e-05,s,5.003999359573649,V,
ripple,8.44e-05,s,5.0078272658726215,V,
ripple,8.45e-05,s,5.007227079903645,V,
ripple,8.46e-05,s,5.005938038433044,V,
ripple,8.47e-05,s,5.002962892119396,V,
ripple,8.48e-05,s,5.000220323876513,V,
ripple,8.49e-05,s,4.997301346134129,V,
ripple,8.5e-05,s,4.993720864585339,V,
ripple,8.51e-05,s,4.988881287775729,V,
ripple,8.52e-05,s,4.985076609070721,V,
ripple,8.53e-05,s,4.981413469557701,V,
ripple,8.54e-05,s,4.980818690689306,V,
ripple,8.55e-05,s,4.978390672054233,V,
ripple,8.56e-05,s,4.978916950202707,V,
ripple,8.57e-05,s,4.982343320492704,V,
ripple,8.58e-05,s,4.984616077561589,V,
ripple,8.59e-05,s,4.988176664574393,V,
ripple,8.6e-05,s,4.992205359193044,V,
ripple,8.61e-05,s,4.996850807537069,V,
ripple,8.62e-05,s,5.001634018911132,V,
ripple,8.63e-05,s,5.004461449008758,V,
ripple,8.64e-05,s,5.004886622880705,V,
ripple,8.65e-05,s,5.007207795525309,V,
ripple,8.66e-05,s,5.006275271342259,V,
ripple,8.67e-05,s,5.00310752333944,V,
ripple,8.68e-05,s,5.001783290401172,V,
ripple,8.69e-05,s,4.996827281662837,V,
ripple,8.7e-05,s,4.992446020023015,V,
ripple,8.71e-05,s,4.989251034151627,V,
ripple,8.72e-05,s,4.985873164547535,V,
ripple,8.73e-05,s,4.980766655938162,V,
ripple,8.74e-05,s,4.979904932049059,V,
ripple,8.75e-05,s,4.9779053878646256,V,
ripple,8.76e-05,s,4.98178092276012,V,
ripple,8.77e-05,s,4.980961455928678,V,
ripple,8.78e-05,s,4.9857474634627,V,
ripple,8.79e-05,s,4.987807906842589,V,
ripple,8.8e-05,s,4.9935927664835855,V,
ripple,8.81e-05,s,4.999326576598336,V,
ripple,8.82e-05,s,4.998469480205513,V,
ripple,8.83e-05,s,5.003673202632185,V,
ripple,8.84e-05,s,5.006596768400111,V,
ripple,8.85e-05,s,5.00668860223305,V,
ripple,8.86e-05,s,5.005427782853836,V,
ripple,8.87e-05,s,5.00625984574499,V,
ripple,8.88e-05,s,5.001089957283425,V,
ripple,8.89e-05,s,4.9954632764367135,V,
ripple,8.9e-05,s,4.9936356090924505,V,
ripple,8.91e-05,s,4.986733614295225,V,
ripple,8.92e-05,s,4.985703317639306,V,
ripple,8.93e-05,s,4.980877473645196,V,
ripple,8.94e-05,s,4.9796115107764525,V,
ripple,8.95e-05,s,4.980042419471567,V,
ripple,8.96e-05,s,4.979584542844373,V,
ripple,8.97e-05,s,4.980064143204609,V,
ripple,8.98e-05,s,4.9828565256959285,V,
ripple,8.99e-05,s,4.989637811300828,V,
ripple,9e-05,s,4.993521894869802,V,
ripple,9.01e-05,s,4.996291944004036,V,
ripple,9.02e-05,s,5.0018699723033135,V,
ripple,9.03e-05,s,5.0046043534922315,V,
ripple,9.04e-05,s,5.006743955292442,V,
ripple,9.05e-05,s,5.004522558410496,V,
ripple,9.06e-05,s,5.00579416142066,V,
ripple,9.07e-05,s,5.0050081097839545,V,
ripple,9.08e-05,s,5.001743907607868,V,
ripple,9.09e-05,s,4.997989117255476,V,
ripple,9.1e-05,s,4.990324207195203,V,
ripple,9.11e-05,s,4.988624287649151,V,
ripple,9.12e-05,s,4.985044664115027,V,
ripple,9.13e-05,s,4.984007148795504,V,
ripple,9.14e-05,s,4.978512914000933,V,
ripple,9.15e-05,s,4.978452193668882,V,
ripple,9.16e-05,s,4.979502527583097,V,
ripple,9.17e-05,s,4.982341318946592,V,
ripple,9.18e-05,s,4.984109140514605,V,
ripple,9.19e-05,s,4.989602472085806,V,
ripple,9.2e-05,s,4.991993555774469,V,
ripple,9.21e-05,s,4.997374569612823,V,
ripple,9.22e-05,s,5.0004830612129965,V,
ripple,9.23e-05,s,5.004265883126821,V,
ripple,9.24e-05,s,5.005405436141086,V,
ripple,9.25e-05,s,5.0051841767398315,V,
ripple,9.26e-05,s,5.007189346718889,V,
ripple,9.27e-05,s,5.004411116516009,V,
ripple,9.28e-05,s,5.000451808761745,V,
ripple,9.29e-05,s,4.997308625382782,V,
ripple,9.3e-05,s,4.993771630247268,V,
ripple,9.31e-05,s,4.987477746350934,V,
ripple,9.32e-05,s,4.98444211345876,V,
ripple,9.33e-05,s,4.98199438790528,V,
ripple,9.34e-05,s,4.979992826312456,V,
ripple,9.35e-05,s,4.978446157527088,V,
ripple,9.36e-05,s,4.97735969222536,V,
ripple,9.37e-05,s,4.982698149896708,V,
ripple,9.38e-05,s,4.984880762986422,V,
ripple,9.39e-05,s,4.98846829157227,V,
ripple,9.4e-05,s,4.992502933184664,V,
ripple,9.41e-05,s,4.99737110517799,V,
ripple,9.42e-05,s,5.000584856948589,V,
ripple,9.43e-05,s,5.00308301005973,V,
ripple,9.44e-05,s,5.005356486201653,V,
ripple,9.45e-05,s,5.006184629242426,V,
ripple,9.46e-05,s,5.005483902283174,V,
ripple,9.47e-05,s,5.002948983537572,V,
ripple,9.48e-05,s,5.001646784625442,V,
ripple,9.49e-05,s,4.995797897206856,V,
ripple,9.5e-05,s,4.9934411889733346,V,
ripple,9.51e-05,s,4.9874405663610215,V,
ripple,9.52e-05,s,4.984904933060431,V,
ripple,9.53e-05,s,4.982829278477381,V,
ripple,9.54e-05,s,4.979669943825789,V,
ripple,9.55e-05,s,4.97805065159431,V,
ripple,9.56e-05,s,4.979514947921428,V,
ripple,9.57e-05,s,4.981603360159744,V,
ripple,9.58e-05,s,4.982818662879837,V,
ripple,9.59e-05,s,4.987847541187367,V,
ripple,9.6e-05,s,4.992944471853116,V,
ripple,9.61e-05,s,4.996638494035636,V,
ripple,9.62e-05,s,5.0010901633919715,V,
ripple,9.63e-05,s,5.004841676261899,V,
ripple,9.64e-05,s,5.006862817311664,V,
ripple,9.65e-05,s,5.0076871614350535,V,
ripple,9.66e-05,s,5.006684797540572,V,
ripple,9.67e-05,s,5.003819771008834,V,
ripple,9.68e-05,s,5.000992048016347,V,
ripple,9.69e-05,s,4.99683653865576,V,
ripple,9.7e-05,s,4.99246823345267,V,
ripple,9.71e-05,s,4.9882755600665805,V,
ripple,9.72e-05,s,4.982827765741128,V,
ripple,9.73e-05,s,4.981122048989761,V,
ripple,9.74e-05,s,4.9794425934408375,V,
ripple,9.75e-05,s,4.9778074952939715,V,
ripple,9.76e-05,s,4.979442652492251,V,
ripple,9.77e-05,s,4.9819707504143835,V,
ripple,9.78e-05,s,4.984388067130114,V,
ripple,9.79e-05,s,4.990531854334314,V,
ripple,9.8e-05,s,4.990175007726085,V,
ripple,9.81e-05,s,4.99690134741551,V,
ripple,9.82e-05,s,4.999185050900078,V,
ripple,9.83e-05,s,5.0050876716815615,V,
ripple,9.84e-05,s,5.008750389382434,V,
ripple,9.85e-05,s,5.004279455258548,V,
ripple,9.86e-05,s,5.006224173665936,V,
ripple,9.87e-05,s,5.004626790440912,V,
ripple,9.88e-05,s,5.000708032953799,V,
ripple,9.89e-05,s,4.997659348378083,V,
ripple,9.9e-05,s,4.9905384855033175,V,
ripple,9.91e-05,s,4.989307252376829,V,
ripple,9.92e-05,s,4.984924459861621,V,
ripple,9.93e-05,s,4.981478050917709,V,
ripple,9.94e-05,s,4.978879088587456,V,
ripple,9.95e-05,s,4.979419856436166,V,
ripple,9.96e-05,s,4.978981284881524,V,
ripple,9.97e-05,s,4.9816783467072705,V,
ripple,9.98e-05,s,4.984042383339811,V,
ripple,9.99e-05,s,4.986208410367882,V,
ripple,0.0001,s,4.9927501494259605,V,
ripple,0.0001001,s,4.997309887737165,V,
ripple,0.0001002,s,5.001764840339078,V,
ripple,0.0001003,s,5.003231618524586,V,
ripple,0.0001004,s,5.006063171979854,V,
ripple,0.0001005,s,5.00739861000555,V,
ripple,0.0001006,s,5.006241685116909,V,
ripple,0.0001007,s,5.00535016649338,V,
ripple,0.0001008,s,5.003002108351653,V,
ripple,0.0001009,s,4.996199069820187,V,
ripple,0.000101,s,4.990860560287776,V,
ripple,0.0001011,s,4.989311855338579,V,
ripple,0.0001012,s,4.986081914034832,V,
ripple,0.0001013,s,4.982377524718223,V,
ripple,0.0001014,s,4.980280599109299,V,
ripple,0.0001015,s,4.978162812786164,V,
ripple,0.0001016,s,4.978753118868198,V,
ripple,0.0001017,s,4.982343616710231,V,
ripple,0.0001018,s,4.983640914734983,V,
ripple,0.0001019,s,4.9866418971532545,V,
ripple,0.000102,s,4.991783928978218,V,
ripple,0.0001021,s,4.999599951273938,V,
ripple,0.0001022,s,5.002933850796039,V,
ripple,0.0001023,s,5.0034212392150375,V,
ripple,0.0001024,s,5.005367303490032,V,
ripple,0.0001025,s,5.007012876735017,V,
ripple,0.0001026,s,5.005346888518064,V,
ripple,0.0001027,s,5.005417791662774,V,
ripple,0.0001028,s,5.000932148700204,V,
ripple,0.0001029,s,4.9960213976325685,V,
ripple,0.000103,s,4.9940903617937265,V,
ripple,0.0001031,s,4.98787208821698,V,
ripple,0.0001032,s,4.984773732449886,V,
ripple,0.0001033,s,4.981442565330714,V,
ripple,0.0001034,s,4.97915229454807,V,
ripple,0.0001035,s,4.979106392196487,V,
ripple,0.0001036,s,4.978774176690945,V,
ripple,0.0001037,s,4.979610748186977,V,
ripple,0.0001038,s,4.98234449414062,V,
ripple,0.0001039,s,4.9871886298937325,V,
ripple,0.000104,s,4.992023021266482,V,
ripple,0.0001041,s,4.9970847349582055,V,
ripple,0.0001042,s,5.001065752744636,V,
ripple,0.0001043,s,5.004663735473072,V,
ripple,0.0001044,s,5.006216122582953,V,
ripple,0.0001045,s,5.00598801561748,V,
ripple,0.0001046,s,5.005387359961295,V,
ripple,0.0001047,s,5.001988893683939,V,
ripple,0.0001048,s,5.000841317807131,V,
ripple,0.0001049,s,4.997592558901053,V,
ripple,0.000105,s,4.993311119268688,V,
ripple,0.0001051,s,4.988333799428267,V,
ripple,0.0001052,s,4.984378286882708,V,
ripple,0.0001053,s,4.9823915241028,V,
ripple,0.0001054,s,4.979482059306321,V,
ripple,0.0001055,s,4.979519286802863,V,
ripple,0.0001056,s,4.980049172296398,V,
ripple,0.0001057,s,4.981668381378871,V,
ripple,0.0001058,s,4.985858890793463,V,
ripple,0.0001059,s,4.987882526344921,V,
ripple,0.000106,s,4.992422585779581,V,
ripple,0.0001061,s,4.996299718314883,V,
ripple,0.0001062,s,5.000213270093207,V,
ripple,0.0001063,s,5.005663689881315,V,
ripple,0.0001064,s,5.007855569527452,V,
ripple,0.0001065,s,5.006804366951198,V,
ripple,0.0001066,s,5.0066644943787155,V,
ripple,0.0001067,s,5.005283022849083,V,
ripple,0.0001068,s,5.001817921085249,V,
ripple,0.0001069,s,4.998313050247928,V,
ripple,0.000107,s,4.991518495682516,V,
ripple,0.0001071,s,4.987815845191082,V,
ripple,0.0001072,s,4.985005123605881,V,
ripple,0.0001073,s,4.9828905613431935,V,
ripple,0.0001074,s,4.979570528681036,V,
ripple,0.0001075,s,4.977923026119433,V,
ripple,0.0001076,s,4.9791121615407095,V,
ripple,0.0001077,s,4.9807946423336915,V,
ripple,0.0001078,s,4.98369414403593,V,
ripple,0.0001079,s,4.989956407652303,V,
ripple,0.000108,s,4.9921558595096185,V,
ripple,0.0001081,s,4.997128121762823,V,
ripple,0.0001082,s,5.003172880311898,V,
ripple,0.0001083,s,5.005292418738654,V,
ripple,0.0001084,s,5.006432404546795,V,
ripple,0.0001085,s,5.006169579312576,V,
ripple,0.0001086,s,5.006506555307777,V,
ripple,0.0001087,s,5.005729381227538,V,
ripple,0.0001088,s,5.001633496917408,V,
ripple,0.0001089,s,4.998369246905879,V,
ripple,0.000109,s,4.992879552718284,V,
ripple,0.0001091,s,4.988971498178406,V,
ripple,0.0001092,s,4.9843515081601,V,
ripple,0.0001093,s,4.98188212212162,V,
ripple,0.0001094,s,4.980767120501951,V,
ripple,0.0001095,s,4.9773503316580685,V,
ripple,0.0001096,s,4.9794041526333235,V,
ripple,0.0001097,s,4.981695488743993,V,
ripple,0.0001098,s,4.983981379476573,V,
ripple,0.0001099,s,4.988147191374253,V,
ripple,0.00011,s,4.993568371583959,V,
ripple,0.0001101,s,4.999109349069088,V,
ripple,0.0001102,s,5.0016399098635205,V,
ripple,0.0001103,s,5.004433812656599,V,
ripple,0.0001104,s,5.004544808393101,V,
ripple,0.0001105,s,5.008709007721453,V,
ripple,0.0001106,s,5.0061731928037965,V,
ripple,0.0001107,s,5.004073871493184,V,
ripple,0.0001108,s,4.999892052716269,V,
ripple,0.0001109,s,4.997050864000332,V,
ripple,0.000111,s,4.991685328843723,V,
ripple,0.0001111,s,4.988526235674978,V,
ripple,0.0001112,s,4.985018784265014,V,
ripple,0.0001113,s,4.981486460177078,V,
ripple,0.0001114,s,4.979746325231796,V,
ripple,0.0001115,s,4.977929635191537,V,
ripple,0.0001116,s,4.980896431107634,V,
ripple,0.0001117,s,4.980802000472861,V,
ripple,0.0001118,s,4.982734155072163,V,
ripple,0.0001119,s,4.988267720820301,V,
ripple,0.000112,s,4.992017720636504,V,
ripple,0.0001121,s,4.996097922676571,V,
ripple,0.0001122,s,5.000655578102787,V,
ripple,0.0001123,s,5.004398902636228,V,
ripple,0.0001124,s,5.0049144309410645,V,
ripple,0.0001125,s,5.006643917284923,V,
ripple,0.0001126,s,5.007522978404572,V,
ripple,0.0001127,s,5.004790442380532,V,
ripple,0.0001128,s,5.000858479044121,V,
ripple,0.0001129,s,4.997235438469432,V,
ripple,0.000113,s,4.992661576445943,V,
ripple,0.0001131,s,4.988407443703187,V,
ripple,0.0001132,s,4.985284847207792,V,
ripple,0.0001133,s,4.981362700489156,V,
ripple,0.0001134,s,4.977062231903057,V,
ripple,0.0001135,s,4.978759948938801,V,
ripple,0.0001136,s,4.978577190974271,V,
ripple,0.0001137,s,4.982106496473136,V,
ripple,0.0001138,s,4.98394215146301,V,
ripple,0.0001139,s,4.988603641508874,V,
ripple,0.000114,s,4.994958741607501,V,
ripple,0.0001141,s,4.9960608109828515,V,
ripple,0.0001142,s,4.999885815898794,V,
ripple,0.0001143,s,5.002696178396336,V,
ripple,0.0001144,s,5.003701394663106,V,
ripple,0.0001145,s,5.004902988372825,V,
ripple,0.0001146,s,5.006460797884007,V,
ripple,0.0001147,s,5.003469636086359,V,
ripple,0.0001148,s,4.999142296339881,V,
ripple,0.0001149,s,4.995625058012473,V,
ripple,0.000115,s,4.993398716522538,V,
ripple,0.0001151,s,4.9876799534306455,V,
ripple,0.0001152,s,4.984185626168273,V,
ripple,0.0001153,s,4.981785682842551,V,
ripple,0.0001154,s,4.980823068364686,V,
ripple,0.0001155,s,4.980722486542171,V,
ripple,0.0001156,s,4.980499116414276,V,
ripple,0.0001157,s,4.981598833483837,V,
ripple,0.0001158,s,4.984736638665155,V,
ripple,0.0001159,s,4.99025739447845,V,
ripple,0.000116,s,4.994210060674562,V,
ripple,0.0001161,s,4.996797197018918,V,
ripple,0.0001162,s,5.001468190373184,V,
ripple,0.0001163,s,5.004394650163193,V,
ripple,0.0001164,s,5.006148627566525,V,
ripple,0.0001165,s,5.006281421315655,V,
ripple,0.0001166,s,5.004769778172299,V,
